CO/hr,C6H6-micgr/m3/hr,NMHC/hr,NOx-ppb/hr,NOx/hr,NO2-micgr/m3/hr,NO2/hr,03/hr,temperatura°C,umidade_relativa,umidade_absoluta,dia_semana,hour
1382.0,18.1,1243.0,183.0,632.0,128.0,1941.0,1511.0,19.2,52.3,1.1516,4.0,21.0
1335.0,14.2,1122.0,167.0,673.0,114.0,1840.0,1424.0,18.1,58.7,1.2072,4.0,22.0
1267.0,12.4,1064.0,138.0,706.0,100.0,1766.0,1348.0,17.3,58.8,1.1494,4.0,23.0
1122.0,8.7,926.0,105.0,805.0,88.0,1619.0,1174.0,16.9,58.8,1.125,6.0,0.0
986.0,5.2,771.0,54.0,964.0,67.0,1518.0,947.0,17.6,57.6,1.1484,6.0,1.0
966.0,4.6,744.0,58.0,967.0,65.0,1511.0,935.0,15.6,63.9,1.1287,6.0,2.0
872.0,2.7,632.0,37.0,1132.0,47.0,1403.0,768.0,15.6,62.2,1.0961,6.0,4.0
967.0,4.7,749.0,84.0,996.0,57.0,1517.0,881.0,14.0,68.3,1.0884,6.0,5.0
1152.0,9.6,964.0,134.0,800.0,73.0,1705.0,1096.0,14.5,65.7,1.0804,6.0,6.0
1446.0,22.0,1350.0,280.0,568.0,108.0,2140.0,1630.0,19.7,51.9,1.1796,6.0,10.0
1349.0,17.9,1236.0,275.0,627.0,125.0,1964.0,1530.0,20.9,44.6,1.0872,6.0,11.0
1327.0,14.7,1139.0,236.0,658.0,126.0,1894.0,1323.0,17.4,67.0,1.325,6.0,14.0
1248.0,12.6,1072.0,183.0,713.0,114.0,1797.0,1188.0,17.1,64.0,1.2413,6.0,15.0
1250.0,12.7,1074.0,162.0,724.0,123.0,1806.0,1166.0,17.3,61.1,1.1957,6.0,16.0
1222.0,13.0,1084.0,157.0,727.0,116.0,1797.0,1108.0,17.7,56.3,1.13,6.0,17.0
1159.0,13.4,1097.0,136.0,748.0,107.0,1709.0,995.0,17.4,48.6,0.9559,6.0,18.0
1192.0,14.8,1143.0,166.0,740.0,123.0,1767.0,1108.0,17.6,43.7,0.8698,6.0,19.0
1074.0,9.4,954.0,136.0,846.0,112.0,1570.0,956.0,16.7,47.2,0.892,6.0,20.0
984.0,6.9,851.0,112.0,959.0,101.0,1452.0,817.0,16.8,45.6,0.8636,6.0,21.0
970.0,5.2,773.0,87.0,1026.0,91.0,1425.0,658.0,16.1,52.0,0.946,6.0,22.0
987.0,5.7,800.0,86.0,989.0,88.0,1462.0,658.0,15.5,57.1,0.996,6.0,23.0
1003.0,6.5,836.0,98.0,949.0,96.0,1455.0,748.0,16.2,50.2,0.9156,3.0,0.0
933.0,4.7,747.0,62.0,1045.0,75.0,1405.0,569.0,16.4,50.5,0.938,3.0,1.0
859.0,2.5,620.0,32.0,1201.0,47.0,1316.0,445.0,16.2,52.8,0.9626,3.0,2.0
975.0,4.5,736.0,86.0,1069.0,85.0,1459.0,611.0,15.9,55.3,0.991,3.0,6.0
1133.0,9.4,957.0,174.0,815.0,106.0,1652.0,944.0,16.2,55.6,1.0151,3.0,7.0
1347.0,17.9,1237.0,264.0,645.0,136.0,1984.0,1328.0,16.0,59.3,1.0711,3.0,8.0
1122.0,10.6,1000.0,211.0,783.0,119.0,1663.0,1085.0,16.6,55.6,1.042,3.0,9.0
1152.0,11.0,1014.0,208.0,774.0,122.0,1714.0,1139.0,17.4,51.8,1.022,3.0,10.0
1020.0,7.2,866.0,139.0,907.0,90.0,1554.0,799.0,17.6,49.7,0.9944,3.0,11.0
1066.0,8.7,927.0,138.0,846.0,97.0,1608.0,804.0,17.2,52.8,1.0236,3.0,12.0
1105.0,11.1,1016.0,142.0,789.0,98.0,1736.0,930.0,18.2,49.6,1.0268,3.0,13.0
1056.0,7.9,894.0,131.0,891.0,93.0,1576.0,771.0,19.5,45.0,1.0114,3.0,14.0
1084.0,9.8,970.0,132.0,818.0,98.0,1626.0,845.0,19.5,45.5,1.0189,3.0,15.0
1288.0,16.4,1191.0,178.0,691.0,123.0,1910.0,1192.0,19.8,44.3,1.0104,3.0,16.0
1374.0,20.2,1303.0,232.0,636.0,148.0,2036.0,1457.0,20.3,44.4,1.0457,3.0,18.0
1378.0,21.7,1342.0,204.0,612.0,133.0,2076.0,1489.0,19.8,47.9,1.092,3.0,19.0
1428.0,21.2,1329.0,250.0,594.0,141.0,2102.0,1602.0,19.1,52.3,1.1486,3.0,20.0
1336.0,15.9,1176.0,208.0,656.0,131.0,1891.0,1468.0,18.2,54.7,1.1336,3.0,21.0
1234.0,12.0,1049.0,158.0,746.0,121.0,1733.0,1274.0,17.8,55.0,1.1097,3.0,22.0
1300.0,17.4,1221.0,197.0,648.0,123.0,1946.0,1401.0,17.5,56.4,1.1175,3.0,23.0
1246.0,15.0,1150.0,152.0,654.0,107.0,1873.0,1354.0,17.3,57.8,1.1298,4.0,0.0
1141.0,11.1,1017.0,112.0,740.0,104.0,1690.0,1188.0,16.8,57.5,1.0912,4.0,1.0
1014.0,6.9,853.0,75.0,883.0,91.0,1538.0,975.0,16.3,57.0,1.0484,4.0,2.0
988.0,6.1,814.0,74.0,908.0,87.0,1512.0,921.0,15.5,59.9,1.0498,4.0,4.0
983.0,6.5,833.0,116.0,894.0,102.0,1524.0,1012.0,16.0,58.3,1.0481,4.0,5.0
1033.0,8.4,917.0,118.0,882.0,95.0,1617.0,905.0,17.2,52.3,1.0169,4.0,6.0
1148.0,13.6,1104.0,258.0,723.0,138.0,1713.0,1301.0,21.0,37.9,0.9313,4.0,9.0
1095.0,11.1,1019.0,186.0,815.0,113.0,1618.0,1181.0,22.8,32.4,0.887,4.0,10.0
987.0,10.0,979.0,130.0,923.0,101.0,1515.0,962.0,25.5,25.6,0.8218,4.0,11.0
984.0,10.5,998.0,134.0,905.0,97.0,1523.0,862.0,25.9,23.6,0.7771,4.0,12.0
1072.0,13.0,1084.0,148.0,843.0,114.0,1622.0,1017.0,27.7,20.8,0.7599,4.0,13.0
1048.0,12.5,1068.0,147.0,869.0,110.0,1573.0,993.0,27.1,21.6,0.7618,4.0,14.0
1042.0,11.4,1029.0,123.0,907.0,103.0,1540.0,879.0,28.4,20.2,0.7697,4.0,15.0
1113.0,13.1,1086.0,138.0,882.0,119.0,1584.0,926.0,28.1,21.9,0.8184,4.0,16.0
1146.0,14.9,1145.0,162.0,836.0,126.0,1647.0,1011.0,27.6,22.3,0.8116,4.0,17.0
1239.0,19.1,1272.0,214.0,748.0,144.0,1790.0,1380.0,25.2,24.3,0.7671,4.0,18.0
1302.0,21.8,1346.0,230.0,706.0,164.0,1880.0,1698.0,24.6,25.1,0.7636,4.0,19.0
1181.0,16.1,1183.0,191.0,792.0,148.0,1711.0,1432.0,23.1,27.2,0.7575,4.0,20.0
1068.0,11.6,1037.0,128.0,869.0,119.0,1567.0,1217.0,22.0,28.6,0.7483,4.0,21.0
1135.0,12.4,1065.0,138.0,803.0,111.0,1630.0,1317.0,20.8,34.5,0.8365,4.0,22.0
1121.0,10.4,992.0,126.0,844.0,115.0,1505.0,1255.0,20.4,35.3,0.8352,4.0,23.0
1131.0,9.7,965.0,107.0,843.0,103.0,1520.0,1223.0,19.1,38.3,0.8381,5.0,0.0
947.0,5.7,798.0,67.0,964.0,81.0,1395.0,930.0,18.0,40.5,0.8271,5.0,1.0
935.0,5.4,786.0,55.0,964.0,71.0,1389.0,954.0,17.4,43.4,0.8553,5.0,2.0
867.0,4.4,734.0,48.0,1043.0,58.0,1324.0,808.0,14.6,51.4,0.8489,5.0,4.0
839.0,2.8,638.0,33.0,1171.0,44.0,1271.0,643.0,15.7,46.9,0.8329,5.0,5.0
873.0,3.9,704.0,41.0,1091.0,49.0,1322.0,756.0,15.3,49.7,0.8552,5.0,6.0
1065.0,9.1,942.0,106.0,890.0,68.0,1576.0,1067.0,16.0,47.4,0.8564,5.0,7.0
1187.0,13.6,1104.0,208.0,727.0,108.0,1721.0,1391.0,17.6,43.3,0.8647,5.0,8.0
1249.0,15.8,1174.0,193.0,712.0,117.0,1774.0,1486.0,20.3,37.4,0.8807,5.0,9.0
1157.0,12.7,1072.0,191.0,802.0,127.0,1653.0,1327.0,23.1,30.3,0.8425,5.0,10.0
988.0,8.6,924.0,113.0,1015.0,93.0,1463.0,835.0,25.0,24.2,0.7568,5.0,11.0
1025.0,9.4,955.0,111.0,997.0,94.0,1457.0,834.0,25.6,23.5,0.7611,5.0,12.0
997.0,9.2,947.0,106.0,998.0,87.0,1460.0,815.0,25.5,22.6,0.7288,5.0,13.0
916.0,6.4,829.0,82.0,1124.0,75.0,1333.0,621.0,26.1,21.1,0.7023,5.0,14.0
965.0,8.3,910.0,79.0,1056.0,81.0,1389.0,643.0,28.2,19.4,0.7303,5.0,15.0
985.0,8.1,903.0,90.0,1059.0,86.0,1437.0,712.0,27.4,20.5,0.7379,5.0,16.0
1026.0,8.5,920.0,104.0,1037.0,97.0,1455.0,746.0,26.0,22.7,0.7532,5.0,17.0
1125.0,11.0,1016.0,148.0,910.0,117.0,1564.0,991.0,23.8,27.1,0.7858,5.0,18.0
1159.0,12.1,1054.0,158.0,878.0,120.0,1603.0,1046.0,23.0,28.7,0.7976,5.0,19.0
1284.0,15.0,1149.0,234.0,780.0,149.0,1725.0,1304.0,21.7,31.8,0.8191,5.0,20.0
1101.0,10.2,986.0,163.0,852.0,124.0,1574.0,1100.0,20.9,33.2,0.8098,5.0,21.0
1101.0,9.9,972.0,95.0,879.0,97.0,1552.0,1001.0,20.2,34.3,0.8017,5.0,22.0
1183.0,12.0,1049.0,146.0,762.0,112.0,1594.0,1290.0,19.6,37.0,0.8325,5.0,23.0
1132.0,10.5,996.0,102.0,822.0,95.0,1564.0,1205.0,18.1,40.9,0.8441,6.0,0.0
998.0,7.1,859.0,90.0,919.0,88.0,1450.0,1045.0,17.0,43.3,0.8341,6.0,1.0
911.0,4.6,743.0,41.0,1052.0,54.0,1370.0,739.0,16.7,43.4,0.8193,6.0,2.0
808.0,2.6,630.0,30.0,1234.0,43.0,1256.0,573.0,15.2,45.5,0.783,6.0,4.0
792.0,2.2,599.0,32.0,1262.0,45.0,1235.0,564.0,13.5,50.1,0.7706,6.0,5.0
918.0,4.2,721.0,57.0,1069.0,58.0,1353.0,785.0,13.8,51.4,0.8059,6.0,7.0
975.0,5.2,774.0,73.0,1001.0,69.0,1393.0,878.0,16.3,45.1,0.8286,6.0,8.0
1047.0,8.2,908.0,119.0,913.0,89.0,1458.0,981.0,19.2,35.4,0.7812,6.0,9.0
1053.0,9.8,970.0,138.0,930.0,105.0,1473.0,991.0,25.5,21.1,0.677,6.0,10.0
1017.0,7.9,897.0,96.0,1013.0,92.0,1400.0,780.0,28.2,19.0,0.7164,6.0,11.0
1021.0,7.7,889.0,80.0,1022.0,82.0,1405.0,684.0,29.5,19.8,0.8013,6.0,12.0
941.0,4.8,753.0,45.0,1173.0,56.0,1311.0,468.0,30.6,19.4,0.8348,6.0,13.0
991.0,5.3,776.0,45.0,1122.0,60.0,1375.0,468.0,29.9,22.0,0.9181,6.0,14.0
1117.0,7.1,862.0,54.0,995.0,64.0,1476.0,530.0,31.5,21.9,0.997,6.0,15.0
1217.0,9.2,947.0,66.0,887.0,85.0,1566.0,648.0,31.2,24.6,1.0987,6.0,16.0
1248.0,10.1,982.0,95.0,880.0,107.0,1617.0,746.0,30.4,26.5,1.1347,6.0,17.0
1242.0,9.9,973.0,99.0,856.0,106.0,1632.0,819.0,26.8,33.5,1.1602,6.0,18.0
1403.0,15.1,1151.0,147.0,747.0,125.0,1820.0,1125.0,25.5,37.4,1.1995,6.0,19.0
1238.0,10.6,999.0,129.0,833.0,118.0,1648.0,1013.0,23.7,39.4,1.1381,6.0,20.0
1093.0,7.0,858.0,96.0,975.0,95.0,1495.0,816.0,22.9,37.0,1.0197,6.0,21.0
1034.0,5.9,805.0,92.0,1030.0,97.0,1416.0,750.0,20.8,36.3,0.8775,6.0,22.0
934.0,5.6,795.0,88.0,1098.0,93.0,1328.0,673.0,20.3,28.5,0.6686,6.0,23.0
913.0,5.4,785.0,89.0,1110.0,85.0,1273.0,692.0,19.6,26.5,0.5974,0.0,0.0
835.0,3.7,691.0,52.0,1265.0,67.0,1182.0,517.0,19.1,25.9,0.5673,0.0,1.0
930.0,3.5,684.0,65.0,1059.0,75.0,1220.0,779.0,15.8,36.5,0.6535,0.0,5.0
1009.0,7.0,859.0,132.0,944.0,102.0,1420.0,1016.0,16.0,38.1,0.6879,0.0,6.0
1196.0,14.4,1131.0,216.0,775.0,113.0,1675.0,1243.0,17.6,35.0,0.6965,0.0,7.0
1010.0,8.9,937.0,180.0,945.0,142.0,1444.0,949.0,18.5,31.2,0.6611,0.0,8.0
990.0,8.6,924.0,140.0,974.0,90.0,1404.0,861.0,19.8,28.5,0.652,0.0,9.0
988.0,8.5,918.0,141.0,1007.0,94.0,1393.0,850.0,22.3,24.1,0.6394,0.0,10.0
979.0,8.3,910.0,123.0,1028.0,92.0,1396.0,788.0,24.2,21.7,0.6451,0.0,11.0
1029.0,10.1,983.0,129.0,950.0,97.0,1470.0,879.0,25.1,20.8,0.6516,0.0,12.0
984.0,9.1,945.0,115.0,990.0,88.0,1423.0,747.0,25.8,19.5,0.6392,0.0,13.0
985.0,8.5,919.0,104.0,1028.0,86.0,1387.0,700.0,26.3,18.9,0.6344,0.0,14.0
981.0,7.7,886.0,129.0,1054.0,99.0,1363.0,695.0,25.8,18.6,0.608,0.0,15.0
1020.0,9.0,941.0,138.0,1016.0,95.0,1425.0,756.0,25.7,19.4,0.6304,0.0,16.0
1106.0,13.4,1097.0,135.0,902.0,105.0,1552.0,941.0,26.7,17.1,0.5909,0.0,17.0
1153.0,15.6,1168.0,163.0,842.0,121.0,1644.0,1021.0,24.3,19.8,0.5933,0.0,18.0
1215.0,17.8,1234.0,180.0,796.0,125.0,1735.0,1167.0,23.5,20.8,0.5937,0.0,19.0
1094.0,12.7,1072.0,170.0,888.0,122.0,1545.0,1105.0,22.0,24.0,0.6263,0.0,20.0
944.0,6.4,832.0,72.0,1072.0,81.0,1350.0,712.0,21.1,26.2,0.6481,0.0,21.0
964.0,7.1,861.0,69.0,1014.0,73.0,1398.0,735.0,20.9,28.8,0.7014,0.0,22.0
1003.0,7.4,872.0,79.0,988.0,80.0,1439.0,851.0,20.2,31.2,0.7304,0.0,23.0
914.0,5.2,774.0,53.0,1091.0,65.0,1323.0,706.0,20.0,31.5,0.7262,1.0,0.0
839.0,2.4,609.0,36.0,1276.0,59.0,1286.0,643.0,20.8,32.3,0.7813,1.0,1.0
903.0,3.1,656.0,38.0,1155.0,37.0,1361.0,618.0,17.0,44.6,0.8593,1.0,5.0
1022.0,6.3,825.0,68.0,931.0,54.0,1487.0,931.0,17.1,45.3,0.8784,1.0,6.0
1378.0,19.3,1277.0,192.0,628.0,94.0,1970.0,1519.0,17.1,46.5,0.901,1.0,7.0
1326.0,14.6,1137.0,225.0,719.0,115.0,1760.0,1550.0,20.3,38.1,0.8946,1.0,9.0
1215.0,12.3,1062.0,199.0,794.0,119.0,1650.0,1381.0,25.3,27.0,0.8565,1.0,10.0
1138.0,11.0,1015.0,140.0,854.0,103.0,1604.0,1115.0,27.4,22.8,0.8219,1.0,11.0
1244.0,15.4,1162.0,162.0,765.0,123.0,1735.0,1189.0,30.0,20.0,0.8338,1.0,12.0
1261.0,17.0,1210.0,173.0,736.0,126.0,1769.0,1200.0,30.9,19.1,0.8394,1.0,13.0
1182.0,12.5,1066.0,121.0,818.0,106.0,1663.0,965.0,30.6,20.2,0.8719,1.0,14.0
1208.0,13.8,1111.0,133.0,783.0,127.0,1653.0,1018.0,32.2,18.9,0.8964,1.0,15.0
1158.0,10.1,981.0,96.0,862.0,105.0,1573.0,775.0,31.7,19.5,0.8981,1.0,16.0
1346.0,19.3,1278.0,141.0,701.0,130.0,1873.0,1193.0,30.9,20.5,0.8996,1.0,17.0
1232.0,15.8,1173.0,174.0,751.0,135.0,1750.0,1284.0,23.7,30.0,0.8633,1.0,20.0
1159.0,12.3,1061.0,138.0,812.0,122.0,1648.0,1174.0,22.2,33.4,0.8806,1.0,21.0
1081.0,8.7,929.0,65.0,910.0,75.0,1518.0,937.0,21.1,36.5,0.9019,1.0,22.0
1083.0,8.3,911.0,107.0,883.0,96.0,1507.0,985.0,20.2,38.6,0.9016,1.0,23.0
1069.0,7.7,887.0,70.0,859.0,84.0,1542.0,1041.0,19.3,43.0,0.9535,2.0,0.0
940.0,4.2,724.0,44.0,1012.0,68.0,1407.0,867.0,19.2,43.6,0.9591,2.0,1.0
901.0,3.0,653.0,41.0,1094.0,65.0,1367.0,822.0,18.4,45.7,0.9599,2.0,2.0
846.0,2.2,598.0,33.0,1211.0,52.0,1332.0,669.0,16.3,51.4,0.9468,2.0,4.0
848.0,2.2,598.0,32.0,1219.0,46.0,1318.0,628.0,17.0,49.2,0.9459,2.0,5.0
980.0,5.7,800.0,46.0,983.0,54.0,1462.0,810.0,16.4,52.1,0.9612,2.0,6.0
1408.0,20.9,1321.0,173.0,618.0,94.0,2044.0,1495.0,16.4,53.4,0.9863,2.0,7.0
1475.0,22.0,1351.0,294.0,625.0,165.0,2006.0,1696.0,21.0,41.1,1.0104,2.0,9.0
1262.0,13.4,1096.0,182.0,772.0,134.0,1711.0,1340.0,26.4,28.9,0.9785,2.0,10.0
1156.0,11.5,1034.0,154.0,813.0,122.0,1640.0,1123.0,27.7,26.3,0.9652,2.0,11.0
1192.0,13.4,1097.0,118.0,796.0,113.0,1688.0,971.0,30.1,22.1,0.9281,2.0,12.0
1233.0,15.2,1154.0,116.0,746.0,115.0,1740.0,1000.0,31.0,22.9,1.0144,2.0,13.0
1208.0,13.0,1083.0,121.0,792.0,118.0,1702.0,891.0,31.0,22.6,1.0012,2.0,14.0
1215.0,14.0,1116.0,116.0,784.0,125.0,1715.0,852.0,31.6,21.0,0.959,2.0,15.0
1251.0,15.5,1165.0,144.0,747.0,135.0,1774.0,975.0,30.4,24.7,1.0526,2.0,16.0
1358.0,19.3,1278.0,176.0,689.0,149.0,1899.0,1192.0,28.8,26.3,1.0271,2.0,17.0
1379.0,21.9,1349.0,214.0,645.0,162.0,1961.0,1373.0,26.4,30.1,1.0204,2.0,18.0
1379.0,21.1,1326.0,191.0,659.0,151.0,1961.0,1307.0,24.7,31.5,0.9672,2.0,19.0
1373.0,18.4,1252.0,205.0,670.0,154.0,1889.0,1325.0,22.9,36.5,1.0083,2.0,20.0
1197.0,9.3,950.0,110.0,823.0,118.0,1592.0,918.0,20.8,41.8,1.0155,2.0,21.0
1238.0,9.0,940.0,95.0,815.0,103.0,1622.0,877.0,19.7,47.1,1.0666,2.0,22.0
1255.0,9.6,963.0,126.0,781.0,122.0,1665.0,1024.0,18.9,52.2,1.1313,2.0,23.0
1164.0,8.2,908.0,90.0,821.0,102.0,1574.0,1019.0,18.5,50.1,1.0539,3.0,0.0
1046.0,5.8,803.0,48.0,900.0,73.0,1490.0,823.0,18.0,53.0,1.0832,3.0,1.0
956.0,3.1,661.0,38.0,1043.0,59.0,1398.0,701.0,18.4,51.7,1.0819,3.0,2.0
877.0,1.6,549.0,14.0,1265.0,26.0,1317.0,463.0,19.6,47.7,1.0736,3.0,4.0
925.0,2.3,609.0,26.0,1168.0,35.0,1363.0,533.0,17.3,54.1,1.0582,3.0,5.0
1086.0,6.6,837.0,83.0,885.0,68.0,1553.0,906.0,15.8,59.0,1.0495,3.0,6.0
1490.0,19.6,1286.0,188.0,593.0,97.0,2053.0,1447.0,16.6,55.9,1.0486,3.0,7.0
1462.0,18.1,1242.0,149.0,637.0,83.0,1961.0,1552.0,20.7,46.4,1.1227,3.0,9.0
1232.0,12.4,1062.0,155.0,787.0,117.0,1707.0,1092.0,26.1,30.0,0.9972,3.0,10.0
1239.0,12.5,1067.0,146.0,779.0,117.0,1702.0,1071.0,28.6,25.8,0.9989,3.0,11.0
1218.0,12.0,1051.0,121.0,796.0,108.0,1689.0,881.0,30.3,23.3,0.9869,3.0,12.0
1235.0,13.3,1094.0,111.0,756.0,107.0,1729.0,907.0,31.3,22.3,1.0043,3.0,13.0
1196.0,12.3,1061.0,116.0,791.0,120.0,1649.0,899.0,31.1,22.3,0.9888,3.0,14.0
1288.0,16.0,1179.0,167.0,717.0,150.0,1799.0,1074.0,32.4,20.4,0.9732,3.0,15.0
1248.0,13.7,1108.0,145.0,772.0,138.0,1701.0,969.0,32.6,19.3,0.935,3.0,16.0
1401.0,21.7,1342.0,192.0,663.0,148.0,1959.0,1267.0,31.2,20.3,0.9064,3.0,17.0
1444.0,22.1,1354.0,248.0,655.0,172.0,1956.0,1437.0,25.7,27.9,0.908,3.0,19.0
1379.0,20.6,1312.0,267.0,683.0,179.0,1870.0,1382.0,24.1,29.9,0.8879,3.0,20.0
1251.0,13.4,1097.0,181.0,771.0,143.0,1680.0,1280.0,22.2,34.4,0.9072,3.0,21.0
1269.0,12.8,1077.0,163.0,773.0,137.0,1706.0,1250.0,20.7,38.0,0.9149,3.0,22.0
1242.0,12.3,1060.0,141.0,745.0,117.0,1693.0,1359.0,20.2,42.8,0.9983,3.0,23.0
1045.0,6.8,850.0,78.0,889.0,93.0,1506.0,1102.0,20.5,42.0,1.0004,4.0,0.0
937.0,3.8,698.0,42.0,1039.0,64.0,1382.0,768.0,20.1,42.0,0.9763,4.0,1.0
875.0,2.5,622.0,35.0,1167.0,58.0,1331.0,656.0,20.0,41.5,0.9571,4.0,2.0
888.0,2.8,640.0,33.0,1089.0,47.0,1330.0,670.0,16.5,50.2,0.932,4.0,4.0
881.0,2.6,624.0,38.0,1135.0,47.0,1319.0,656.0,16.4,50.2,0.931,4.0,5.0
998.0,7.0,856.0,65.0,894.0,62.0,1488.0,926.0,14.9,54.7,0.9203,4.0,6.0
1417.0,20.2,1303.0,244.0,635.0,139.0,1964.0,1752.0,20.7,40.0,0.9639,4.0,9.0
1329.0,17.1,1214.0,216.0,700.0,148.0,1845.0,1581.0,26.5,27.0,0.9217,4.0,10.0
1203.0,11.2,1023.0,137.0,825.0,117.0,1622.0,1132.0,28.5,23.8,0.915,4.0,11.0
1234.0,11.6,1037.0,120.0,788.0,106.0,1658.0,1037.0,29.7,23.7,0.9714,4.0,12.0
1286.0,13.2,1090.0,100.0,750.0,98.0,1719.0,1023.0,31.7,21.7,0.9966,4.0,13.0
1298.0,12.7,1075.0,103.0,749.0,98.0,1690.0,1022.0,31.7,21.5,0.9902,4.0,14.0
1308.0,13.0,1084.0,123.0,757.0,110.0,1724.0,989.0,32.8,19.5,0.9515,4.0,15.0
1276.0,13.5,1099.0,136.0,783.0,114.0,1680.0,925.0,32.5,18.6,0.8948,4.0,16.0
1234.0,10.2,985.0,158.0,815.0,122.0,1572.0,795.0,30.2,22.6,0.9524,4.0,17.0
1419.0,20.1,1300.0,216.0,670.0,155.0,1923.0,1263.0,27.6,25.7,0.9382,4.0,18.0
1325.0,19.1,1273.0,211.0,716.0,145.0,1815.0,1184.0,25.9,24.9,0.8195,4.0,19.0
1346.0,17.5,1224.0,202.0,715.0,146.0,1794.0,1272.0,23.9,29.4,0.8589,4.0,20.0
1241.0,13.8,1110.0,147.0,772.0,130.0,1698.0,1177.0,22.3,32.1,0.8515,4.0,21.0
1274.0,13.3,1094.0,160.0,771.0,126.0,1682.0,1231.0,20.5,35.9,0.8565,4.0,22.0
1321.0,14.8,1144.0,162.0,732.0,127.0,1745.0,1243.0,19.8,37.2,0.8509,4.0,23.0
1424.0,18.0,1240.0,194.0,662.0,126.0,1841.0,1427.0,19.1,41.9,0.9158,5.0,0.0
1357.0,16.0,1178.0,167.0,674.0,124.0,1782.0,1454.0,17.8,46.1,0.9344,5.0,1.0
1123.0,9.7,966.0,91.0,770.0,93.0,1594.0,1183.0,17.6,47.6,0.9465,5.0,2.0
951.0,4.0,713.0,42.0,994.0,58.0,1385.0,821.0,16.9,49.8,0.9544,5.0,4.0
941.0,3.6,687.0,50.0,1024.0,59.0,1374.0,777.0,15.8,53.8,0.9615,5.0,5.0
986.0,4.6,745.0,61.0,959.0,66.0,1426.0,888.0,16.5,53.5,0.9928,5.0,6.0
1153.0,9.2,947.0,107.0,795.0,80.0,1643.0,1076.0,17.2,52.9,1.0276,5.0,7.0
1323.0,14.6,1137.0,139.0,696.0,94.0,1846.0,1285.0,19.3,48.3,1.0723,5.0,8.0
1315.0,11.7,1040.0,165.0,743.0,102.0,1740.0,1315.0,20.6,47.1,1.1287,5.0,9.0
1303.0,11.0,1015.0,139.0,777.0,96.0,1731.0,1250.0,23.7,40.0,1.153,5.0,10.0
1238.0,11.6,1037.0,113.0,813.0,91.0,1698.0,978.0,25.6,32.5,1.053,5.0,11.0
1259.0,12.9,1080.0,138.0,772.0,104.0,1736.0,1072.0,27.2,28.1,0.9989,5.0,12.0
1246.0,12.6,1070.0,104.0,770.0,84.0,1747.0,1064.0,27.9,28.1,1.0394,5.0,13.0
1154.0,8.3,912.0,78.0,872.0,76.0,1605.0,825.0,28.3,27.8,1.0539,5.0,14.0
1237.0,10.5,997.0,97.0,800.0,87.0,1688.0,924.0,29.2,27.0,1.081,5.0,15.0
1315.0,11.7,1041.0,115.0,773.0,101.0,1767.0,966.0,28.9,29.3,1.1503,5.0,16.0
1466.0,15.8,1174.0,152.0,680.0,115.0,1965.0,1302.0,25.4,39.8,1.2771,5.0,17.0
1409.0,13.9,1113.0,157.0,710.0,110.0,1850.0,1256.0,25.2,40.1,1.2642,5.0,18.0
1366.0,15.7,1171.0,132.0,693.0,103.0,1933.0,1068.0,24.5,39.4,1.1963,5.0,19.0
1241.0,10.9,1011.0,98.0,781.0,90.0,1748.0,1070.0,22.3,45.4,1.2088,5.0,20.0
1123.0,6.4,832.0,65.0,930.0,68.0,1565.0,792.0,21.2,48.3,1.2034,5.0,21.0
1321.0,12.7,1075.0,101.0,757.0,85.0,1891.0,1017.0,20.6,50.5,1.2082,5.0,22.0
1397.0,15.3,1159.0,134.0,681.0,100.0,1949.0,1207.0,20.2,52.9,1.234,5.0,23.0
1405.0,15.9,1177.0,179.0,660.0,108.0,1931.0,1474.0,19.5,56.2,1.2624,6.0,1.0
1192.0,10.4,994.0,105.0,759.0,78.0,1780.0,1163.0,19.0,58.0,1.2581,6.0,2.0
973.0,4.9,761.0,49.0,954.0,55.0,1501.0,815.0,18.0,57.6,1.1788,6.0,4.0
864.0,2.1,591.0,27.0,1247.0,37.0,1374.0,507.0,17.7,56.0,1.1215,6.0,5.0
886.0,2.2,598.0,41.0,1257.0,53.0,1374.0,506.0,17.9,52.4,1.0655,6.0,6.0
988.0,4.0,713.0,78.0,1092.0,79.0,1455.0,716.0,18.9,49.3,1.0668,6.0,7.0
1008.0,4.3,729.0,68.0,1034.0,65.0,1490.0,795.0,20.0,48.6,1.1199,6.0,8.0
976.0,3.8,698.0,64.0,1156.0,64.0,1393.0,594.0,20.6,41.2,0.9841,6.0,9.0
978.0,4.1,718.0,67.0,1137.0,66.0,1392.0,565.0,23.6,34.0,0.9749,6.0,10.0
987.0,4.5,740.0,54.0,1105.0,53.0,1407.0,523.0,26.7,28.1,0.9688,6.0,11.0
1030.0,5.3,778.0,67.0,1071.0,69.0,1452.0,591.0,26.8,28.1,0.9785,6.0,12.0
955.0,4.2,723.0,51.0,1129.0,57.0,1393.0,559.0,27.7,25.8,0.9467,6.0,13.0
924.0,3.3,673.0,28.0,1247.0,36.0,1346.0,430.0,28.8,22.7,0.8864,6.0,14.0
1005.0,4.9,758.0,51.0,1091.0,57.0,1434.0,522.0,26.8,27.3,0.9462,6.0,15.0
1059.0,6.1,816.0,77.0,1023.0,73.0,1468.0,641.0,25.9,28.7,0.9423,6.0,16.0
1079.0,6.9,851.0,93.0,991.0,81.0,1490.0,738.0,25.8,27.7,0.9076,6.0,17.0
